,SNTL_STATION,NSE_BCQC,PBIAS(%)_BCQC,PEAK_NSE_BCQC,PEAK_PBIAS(%)_BCQC,Period(yrs)_BCQC,NSE_DAYMET,PBIAS(%)_DAYMET,PEAK_NSE_DAYMET,PEAK_PBIAS(%)_DAYMET,Period(yrs)_DAYMET,NSE_GRIDMET,PBIAS(%)_GRIDMET,PEAK_NSE_GRIDMET,PEAK_PBIAS(%)_GRIDMET,Period(yrs)_GRIDMET,NSE_PRISM,PBIAS(%)_PRISM,PEAK_NSE_PRISM,PEAK_PBIAS(%)_PRISM,Period(yrs)_PRISM,NSE_RAW,PBIAS(%)_RAW,PEAK_NSE_RAW,PEAK_PBIAS(%)_RAW,Period(yrs)_RAW,SNTL:ID,State,SNTL:Name,SNOTEL_Elev_ft,Latitude,Longitude,Data_Starting_Date,Data_Ending_Date,par_id
513,792_ID,0.8042270634250251,-13.18447659543942,0.5186389509184844,-7.333654899097872,28,0.6821047815994438,8.178728504097247,-0.3466537977056965,15.25590551181102,27,0.7351576900676289,-0.7680525284149051,0.4090946960149929,1.8512278126251192,27,0.6049869253693381,29.9995298559742,-1.0512286703280562,29.492693180301607,27,0.5802734424240439,-39.2600815652414,-0.28159086142988105,-28.05150701361004,28,792,ID,Stickney Mill,7430,43.86,-114.21,8/12/1980,9/30/2018,id101671
514,793_CO,0.7101914677244678,-25.69043435543035,0.4847334392080336,-9.960196550367694,28,0.7881329907904683,-20.38361609966089,0.2005311154631758,-10.47540706557541,27,0.8051875000575826,-19.235742347461187,0.5017299928235606,-8.415505223476499,27,0.7229895199755563,-31.244134586801405,0.05555546178646376,-19.74746586374469,27,0.34096515182279696,-56.93144824243351,-2.086163439496429,-39.53459299805984,28,793,CO,Stillwater Creek,8720,40.23,-105.92,10/1/1985,9/30/2018,co053500
515,794_OR,0.5123476622017424,1.027565681115489,0.21926543723773684,19.701811884913358,28,0.3611247649343087,-58.32117763397889,0.4038742984029752,-27.53106581418802,27,0.3599941205294014,-61.13535453306992,0.2386890871621612,-36.21885322501549,27,0.4195086229802151,-53.509998106137544,0.4415182139559378,-26.667792407265182,27,0.3724123437279152,-55.52413404705823,0.39225666909010737,-28.13770687990426,28,794,OR,Strawberry,5770,42.13,-120.84,10/1/1980,9/30/2018,ca049053
516,795_UT,0.25890792738910784,-61.302115372737376,-2.6888356099432635,-50.02198377788354,28,0.5057943330634754,-50.451251466149216,-1.0550641600837656,-40.97544132588264,27,0.3864794996385189,-57.3245094315419,-1.6939342239457704,-47.57121936118872,27,0.4989879242210313,-51.81326589062404,-1.1382131062067642,-42.09889747904495,27,0.001766338835023529,-75.93833666583399,-4.155152732369996,-63.44652111494074,28,795,UT,Strawberry Divide,8123,40.16,-111.21,10/1/1978,9/30/2018,ut428119
517,797_CO,0.6573113543850739,-22.255070816153587,0.20601439528105805,-8.925161934252046,28,0.4818833456262459,-42.03280422649489,-0.11084979012169828,-27.70221904080171,27,0.4305339992733045,-46.14590703337698,-0.5176398997744667,-31.78239083750894,27,0.4680494818106372,-45.74815879378096,-0.5545018413356748,-32.1923038760569,27,0.4376788849230853,-44.24018959499272,-0.5208027622880931,-28.63907099218049,28,797,CO,Stump Lakes,11200,37.48,-107.63,9/5/1986,9/30/2018,co058582
518,798_WY,0.2351515256918374,-46.96156930852968,-1.7913694085017862,-31.574387109261234,28,0.08604444021438272,-59.83445789877234,-3.590732757013172,-46.1384198970321,27,-0.09347947579366413,-67.52895672176831,-4.999689079181916,-53.596021350696546,27,-0.16039851166921393,-71.65753776513392,-5.796982438050987,-57.41501362810419,27,-0.10933629910575536,-66.48119906355362,-4.855965410059652,-50.97362485099424,28,798,WY,Sucker Creek,8880,44.72,-107.4,10/1/1978,9/30/2018,wy481220
519,800_OR,0.75815492900171,-19.189514867643823,0.5536488654129841,-7.757925683739753,28,0.3671185825695171,-56.26626563693452,-0.6290837812918517,-40.69948220293697,27,0.26389181238474,-61.76356643272361,-1.1363105372619966,-46.96397018710328,27,0.0921883124931394,-70.7241341406602,-1.7477703740897077,-54.29784595677018,27,0.21663198724443145,-62.87278879263929,-1.2988013651551036,-47.310006088444425,28,800,OR,Summer Rim,7080,42.7,-120.8,10/1/1978,9/30/2018,or356426
520,801_OR,0.7853947966841209,5.36609919371226,0.22530106298136554,15.86832989832977,28,0.4581856167525343,-39.96235711643589,-0.3232018219059625,-24.95979669208015,27,0.6590976320167112,-21.93233582330275,0.5428489757675031,-8.522649946534456,27,0.6243632140637512,-30.10652513287079,0.3027407004968569,-15.956581816161867,27,0.5202442031219866,-33.96924842989233,-0.10103835489789104,-18.861145814379935,28,801,OR,Summit Lake,5610,43.45,-122.14,10/1/1978,9/30/2018,or358536
521,802_CO,0.6925119461506224,-23.516112160051087,0.3277156725005337,-13.139918668964667,28,0.5351784567479047,-35.49315000053494,-0.14950875752811044,-20.29674168267972,27,0.16532102538434454,-64.07268450510182,-4.3378178302950845,-52.52306922040986,27,0.330907180500547,-52.77496214501402,-2.16652062334067,-39.38352274702785,27,0.3004275701088295,-53.9732916611646,-1.8529045984785928,-37.818593491264245,28,802,CO,Summit Ranch,9400,39.72,-106.16,6/14/1980,9/30/2018,co052281
522,803_ID,0.7961177390839376,12.004704141838063,0.271769494937494,26.55209735146745,28,0.7165047927914012,-1.7660564646690562,0.5604519417607914,16.783412265862573,27,0.4708683901915994,-41.729334599731615,0.4149308100442509,-20.74975683009848,27,0.6615087373822329,-23.32972648170465,0.7727295968025595,-2.9326470471539086,27,0.705289028108995,-13.676242579275195,0.7017393280532277,5.4993843951324415,28,803,ID,Sunset,5540,47.56,-115.82,3/6/1979,9/30/2018,id109498
523,804_WA,0.6082616004272646,6.652092734564867,-0.3453618330449397,25.02373850026427,28,0.5966851705241465,-26.801189783795905,0.4305659466275853,-7.262209235745036,27,0.07517936344166133,-63.891723067789286,-1.207795792045662,-42.871742728941584,27,0.5384313640843711,-35.48883015589928,0.5358256294019437,-11.616284302055886,27,0.4199138294684736,-36.82092754741183,-0.05060513200058647,-13.303273897503418,28,804,WA,Surprise Lakes,4290,46.09,-121.76,9/30/1978,9/30/2018,wa455659
524,805_ID,0.3679022433745708,-50.55037662838222,-0.12113482889458015,-31.271304812854233,28,0.41271648042740383,-50.65593387886655,-0.5192129090824944,-36.469928165191284,27,0.16067956232293726,-61.02478966491943,-1.4513314088658102,-44.87901253512615,27,0.2770539982855398,-59.23187899315533,-0.8260737897138319,-41.590244276712646,27,0.06411262906872117,-67.71034554216581,-1.211275120422865,-45.67490094372257,28,805,ID,Swede Peak,7640,43.63,-113.97,3/6/1979,9/30/2018,id102260
525,806_WY,0.6719951007864322,-19.41354967657556,0.8732768753348821,-1.802604462536644,28,0.4856019431066674,-41.56434068454612,-0.4547702402324581,-27.093312668693727,27,0.7750335410191106,-12.180129902355798,0.7520051578468469,1.429406395093032,27,0.6936547618339071,-27.76428059530157,0.526536245091017,-13.708142612281884,27,0.4682274672031792,-37.85030438315995,0.25969624594130525,-19.581423844180588,28,806,WY,Sylvan Lake,8420,44.48,-110.16,9/30/1980,9/30/2018,wy485345
526,807_WY,0.7874043095590741,-1.615907496777356,0.6491132236803759,8.74529174578305,28,0.16929703821881126,61.887971931764575,-5.229968831327246,63.65012300291732,27,0.2398216379483987,59.22112540602751,-4.381063692480159,59.90219210403579,27,0.5032385197552596,47.49515546328862,-2.9009983034734934,51.13103240143764,27,0.5681110766036908,-29.543833799522854,0.6317601116257778,-12.578729092253008,28,807,WY,Sylvan Road,7120,44.46,-110.14,9/18/1987,9/30/2018,wy485345
527,809_CA,0.530473682402207,-44.84421066551019,0.5342417564421211,-20.541713810700333,28,0.3004950189475184,-61.63127985893689,0.10203459242605872,-36.25766241760496,27,0.2019176061392951,-72.63905166659082,-0.4208591075665218,-53.75391875815073,27,0.3740369722642389,-58.18040297537332,0.26036411396141634,-31.95319389887087,27,0.14769924641554544,-74.53738264318764,-0.14334750115386166,-48.32609816734785,28,809,CA,Tahoe City Cross,6797,39.17,-120.15,10/1/1980,9/30/2018,ca048758
528,810_OR,0.19536146456602696,-64.14890725333073,-0.2755277119211739,-37.71916852125046,28,-0.03171437880589978,-84.43178145545984,-0.9188434890890472,-56.62247899774611,27,0.09031109978930728,-76.64676825286006,-0.8660309206105019,-54.28350847408014,27,0.019947392823952304,-81.07594294110477,-0.950907145151272,-56.4503263764892,27,-0.05952722617231965,-86.7440101717676,-1.3262173199652247,-65.78283875761524,28,810,OR,Taylor Butte,5030,42.69,-121.43,10/1/1978,9/30/2018,or351946
529,811_NV,0.7699804099989175,-11.906742329825795,0.8499616363532863,-6.949689917078942,28,0.31480029982348856,-59.01695710380307,0.09504277361240264,-42.351571929421226,27,0.171404046575086,-67.46966061978979,-0.5872975112306777,-57.030935685958966,27,0.3252740060334297,-59.95027000089198,-0.10023648554182008,-46.863684694522675,27,0.20168657837752269,-67.20621626620438,-0.3327801457629949,-52.240610410424345,28,811,NV,Taylor Canyon,6325,41.23,-116.03,10/1/1980,9/30/2018,nv268346
530,812_OR,0.7884715407258241,0.08197095460467542,0.19941277487043707,10.846687602466123,28,0.5943401612577688,-36.065840487951924,-0.41455642591843467,-21.663445388161573,27,0.373857195785261,-49.838783415449285,-1.33201598412818,-31.666259663835515,27,0.6412824489863496,-31.28086472831325,-0.0895167045702121,-16.050528905142528,27,0.3995016919581757,-45.01911008826822,-1.042773642832851,-24.9515811531623,28,812,OR,Taylor Green,5740,45.08,-117.55,11/18/1978,9/30/2018,or350412
531,813_MT,0.594532427132072,-22.99792442788905,0.5996199931961362,-5.7932070758813135,28,0.5556826318846358,-30.942978860903878,0.11687417048442285,-16.750033500067,27,0.4295417596425438,-39.36269281134715,-0.6281089485313471,-26.672653345306692,27,0.4752301870716794,-39.075989353922786,-0.3043948769852538,-24.197148394296786,27,0.3314754641270231,-45.002721009279306,-0.8345377125788158,-29.551268916664228,28,813,MT,Tepee Creek,8000,44.79,-111.71,10/1/1971,9/30/2018,mt244820
532,814_UT,0.2993495774138295,-54.532485963424165,-0.4527097884422142,-34.43648768329296,28,0.2571308185818516,-56.90361179150382,-0.9822756650727766,-41.70105820471335,27,0.00798807006433222,-67.98673078889128,-2.214636734975225,-52.39681502349493,27,0.026600835182751137,-69.07872045346667,-2.145537891451628,-53.996280601790886,27,-0.009328051739537102,-71.90595557967286,-2.4174730539799967,-56.67198140853554,28,814,UT,Thaynes Canyon,9230,40.62,-111.53,6/20/1988,9/30/2018,ut427846
533,815_OR,0.5341357196239835,-17.77438674929768,0.3141599871237549,3.5866909065152472,28,0.3982294869934949,-29.76899430340631,0.2590142141120194,-5.928073460731447,27,0.4270413360899857,-44.339390882020425,0.4705284573593652,-20.215689371206814,27,0.5011229454767374,-27.42261734644722,0.4505266023842805,-4.9605547157608125,27,0.22423762270144287,-59.11507046115064,0.02674945900386449,-34.53470115336032,28,815,OR,Three Creeks Meadow,5690,44.14,-121.64,10/1/1980,9/30/2018,or350694
534,816_WY,0.7970473594027647,-21.15693794331828,0.8160917069092215,-8.141081749789398,28,0.7866369204183291,-7.417661202817405,0.7595559326010491,4.277214156335348,27,0.7142229180421444,-30.612361078059834,0.4197864206275822,-21.05562490028436,27,0.7223553001883043,-31.46531939102725,0.3823507426928745,-21.83936632473981,27,0.6190457431235296,-36.653730950705416,0.25921565794574897,-23.968145778018176,28,816,WY,Thumb Divide,7980,44.37,-110.58,9/30/1987,9/30/2018,wy485345
535,817_WA,0.4751871014022524,15.147977704292765,-1.4250833111129917,23.73525885837815,28,0.4492769901201009,34.20068162845196,-2.496683562452168,41.8998464744146,27,-0.7028178242915959,91.76041619999944,-8.348775771560895,75.27930277372046,27,0.08107229792284754,63.074061327879754,-4.546458281932546,57.67390083702226,27,0.4629334540818856,-37.45139953884243,-0.3497890424920924,-17.20798868502258,28,817,WA,Thunder Basin,4320,48.53,-120.99,10/20/1987,9/30/2018,wa452157
536,818_WY,0.10251731545977236,-61.69510362217149,-2.1232813048901957,-42.46902113107174,22,0.22385619687532565,-51.781994864166926,-1.4681726669028041,-35.85447847839396,22,-0.034310485204128494,-74.30702934297616,-4.231468987296749,-59.564395938443354,22,0.007597211677586312,-72.84943092551829,-3.649990841730842,-56.41610901184269,22,-0.13666223650868406,-78.85712384045225,-4.308789293250953,-60.350214266112154,22,818,WY,Tie Creek,6870,44.81,-107.41,8/30/1994,9/30/2018,wy481220
537,819_WY,0.5332349193255945,-29.737445098413342,-0.2252684615879075,-22.139298017435326,28,-0.03796299658078972,-69.67521502402214,-2.7222537077692257,-62.4758451925161,27,0.4767738665347433,-37.573924322328345,-0.5635851932361722,-36.848497435526994,27,0.2163030920442941,-56.23148436599764,-1.4599403316000537,-50.5686538322618,27,0.13784303758487593,-59.192971757809836,-1.3964275933180892,-48.087519333520824,28,819,WY,Timber Creek,7950,44.03,-109.18,9/18/1987,9/30/2018,wy481175
538,820_UT,0.30979566364165506,-63.14191150767483,-0.25637620565777275,-44.38746111256025,28,0.2489196177539645,-61.6007404248829,-0.4461470570362045,-43.98357463381593,27,0.2117097532385479,-66.76135855818777,-0.7588792064880645,-51.772230817188905,27,0.3004920427583229,-63.12364894455499,-0.4868715463493445,-48.667959760161935,27,0.05953489692146696,-77.17984024155352,-1.2112689479163916,-60.547319990391436,28,820,UT,Timpanogos Divide,8140,40.43,-111.62,10/1/1978,9/30/2018,ut422057
539,821_OR,0.6547723527910929,-9.772162013135713,0.307436763598232,10.022697586283023,28,0.32648421015537354,-55.40335852046674,-1.105869814990854,-35.81319169237017,27,0.4623841458946626,-40.93009529801517,-0.07845230793913216,-22.011227675724697,27,0.4597680841884664,-43.72906906240461,-0.060941778153313926,-22.84491920513535,27,0.3890623920697095,-44.33404122284463,-0.42893763454053024,-22.589732504231357,28,821,OR,Tipton,5150,44.66,-118.43,10/1/1980,9/30/2018,or354291
540,822_WY,0.7764898071400462,-19.71016261066854,0.8402214011920635,-5.462067469045894,28,0.5488822931268099,-39.01128002890544,-0.10386942423526624,-24.33111093702693,27,0.573503842185032,-36.14736601440757,0.03392514844534411,-21.620937810307993,27,0.7456565502514259,-25.028795861863365,0.7268410220835698,-10.768547552152913,27,0.5890668499411644,-32.29111220980017,0.4373307476394488,-15.234373000918104,28,822,WY,Togwotee Pass,9580,43.75,-110.06,10/1/1980,9/30/2018,wy482715
541,823_UT,0.3652105150054361,-47.52578748956578,-0.012273284313460529,-26.675101490341376,28,0.6010588375792709,-43.482638793166274,-0.433734247566693,-35.415446285044816,27,0.7725075260638629,-28.538846263243407,0.46180390500526003,-19.28554886521537,27,0.7140116699993774,-34.573612049165675,0.15086269558241885,-25.405961365555946,27,0.13413357579418872,-65.04260512577882,-1.357374890040079,-45.793429692395705,28,823,UT,Tony Grove Lake,8474,41.9,-111.63,10/1/1978,9/30/2018,ut427271
542,824_WA,0.7849721229811898,-14.973574743910143,0.5310420985163189,-4.5253083470107045,28,0.44839784529576976,-51.53220508184498,-0.4645764035677216,-37.16028010446093,27,0.04972908585368707,-72.04703849009202,-1.8821516667587912,-55.10874174429664,27,0.36346874515006455,-55.9991250742154,-0.4314561331860856,-38.0168471483476,27,0.4681245705598381,-47.14420959846782,-0.33541492870059275,-32.16456658287107,28,824,WA,Touchet,5530,46.12,-117.85,10/1/1980,9/30/2018,wa452030
543,825_CO,0.9056552155035488,-5.336110011325379,0.6716290671483514,4.9268435561006525,28,0.5499624638967502,-42.02182841536746,-1.2187634999626842,-29.952704966370373,27,0.6269462442971045,-36.32785594517982,-0.6236650984098837,-24.553400873410354,27,0.6871740398328456,-34.75335982827654,-0.2479118007443244,-22.376732175708682,27,0.6958697670824483,-30.456001547124284,0.014277901356817838,-18.11087295974044,28,825,CO,Tower,10500,40.54,-106.68,8/13/1979,9/30/2018,co057936
544,826_WY,0.6841134563451234,-20.940261577675315,0.11409609804446985,-13.52261568085494,28,0.4910271076697153,-37.82842138966836,-0.3206272113183071,-31.29446603836277,27,0.3908978681084996,-44.4216793558628,-0.9176676758113018,-36.25290726803824,27,0.5711597084824251,-37.633685170850356,-0.25990216503574537,-30.38826861310789,27,0.1973782114000766,-56.22261780860241,-1.6048138530608598,-45.816464410525704,28,826,WY,Townsend Creek,8700,42.7,-108.9,9/5/1980,9/30/2018,wy485390
545,827_CO,0.7406067584458853,-19.46563616802057,0.5301119177086482,-7.011938745639262,28,0.4406124288027157,-42.12146876168405,-0.5585099786615424,-29.38953309547243,27,0.6153250054631572,-33.250149798754684,-0.1430036085514763,-23.270734651820856,27,0.5929413877674455,-33.437691035714394,-0.0048192349292564,-20.528189591535426,27,0.4187683042845984,-47.193455778398246,-0.6014156754505282,-33.541759505967505,28,827,CO,Trapper Lake,9700,40.0,-107.24,10/1/1985,9/30/2018,co059265
546,828_UT,-4.5136254297895535,84.2390415574713,-8.031407997063855,40.337894982858096,28,0.558453821853279,-39.10085667910988,0.05949441179805659,-27.966319724593216,27,0.7532170973018847,-27.703049890142537,0.4758834232884948,-19.460317515878415,27,0.8181691092387765,-21.53734925956616,0.7402026792218872,-13.187182453493595,27,-2.8163302046839176,38.47663651973062,-4.662859927558811,11.300633384952448,28,828,UT,Trial Lake,9992,40.68,-110.95,10/1/1978,9/30/2018,ut424467
547,829_CO,0.5925250352993404,-14.264868026297245,0.3190741846860339,-9.174269739813953,27,0.5650205202610799,-44.36650727290458,-1.0169395797521932,-32.95130877448288,27,0.6450847833504347,-36.704302006953284,-0.5518469007437865,-27.123563350527586,27,0.5505073586888309,-40.74793131085587,-0.7441070143569977,-30.001866393289642,27,0.4147264885501216,-43.744575106412746,-1.0120188022183818,-34.83677173469083,27,829,CO,Trinchera,10860,37.35,-105.23,9/19/1989,9/30/2018,co053541
548,830_ID,0.7964247179618357,-21.504248710669977,0.8256071618993963,-8.640252575713228,28,0.5415660815091611,-40.06405865216541,0.3489726263698101,-22.6188006120088,27,0.40501727908773455,-49.30547216599391,-0.2867984656137337,-33.17001903198119,27,0.6583585396272535,-34.95024134218203,0.5532223780231124,-19.10146658208007,27,0.5776497893271175,-37.21401638725273,0.4533393768632401,-19.52794585911721,28,830,ID,Trinity Mtn.,7770,43.63,-115.44,3/6/1979,9/30/2018,id104442
549,831_WY,0.8191779625757399,-20.814607020706767,0.8556175743557197,-7.860312040167581,28,0.6201261384753243,-38.56492243761423,0.1254137032986825,-24.66878270507676,27,0.8134376101976648,-19.836207510435734,0.7886961824874068,-7.384355079241862,27,0.8890332459680771,-13.628503142883813,0.8631193257342664,-3.7715001459005326,27,0.5940986208173021,-37.27667020345844,0.3211209756857799,-20.893380659799824,28,831,WY,Triple Peak,8500,42.76,-110.59,8/18/1985,9/30/2018,wy480865
550,832_WA,0.27575186611851954,35.131592242919304,-1.7220352955477292,42.715256788385524,28,0.6140143232585921,4.934499615360647,0.1309693887062774,14.171746411246906,27,0.6111096286329308,-3.9494019841843553,0.11072560331473004,6.158922731898166,27,0.6298400982819707,-7.507654192229679,0.15810595782159398,5.886493642497952,27,0.5044724844978903,-18.526241105482896,-0.049842453941544296,-2.155186061068066,28,832,WA,Trough,5480,47.23,-120.29,10/1/1978,9/30/2018,wa459074
551,833_UT,0.2989816512837181,-44.148764025362986,-2.6879501033350954,-36.55341534143096,28,0.7019154751609861,-32.027760642892716,-0.5639941423599819,-33.705276519334156,27,0.6997806170692455,-25.837281241778413,-0.3993011040744714,-28.0476981661696,27,0.8422424187779315,-9.375715008770836,0.3571993545336312,-12.989546031516705,27,0.10854831641407714,-66.59649901679228,-3.931751137537055,-56.2362617516847,28,833,UT,Trout Creek,9518,40.74,-109.67,10/1/1978,9/30/2018,ut422864
552,834_CA,0.14671132346897753,-70.78352686266966,-0.3097188354827918,-46.32698086652213,28,0.196697951281644,-68.31869840916565,-0.4129661988732769,-47.75238157470979,27,-0.036939017459646666,-81.75765339207575,-1.4637402432527118,-66.16436949530686,27,0.05389617107456257,-78.89231269157095,-1.0770016752841514,-60.25776860879942,27,-0.1566527503257371,-88.0965189674912,-1.4594295182878592,-66.98276845829055,28,834,CA,Truckee #2,6509,39.3,-120.18,10/1/1980,9/30/2018,ca042467
553,835_MT,0.2768475020717125,38.13648544174868,-2.01173259068674,41.67740942097237,28,0.6823056575139601,12.259372826403872,-0.11694034405272458,24.36605409195257,27,0.2887655840837137,53.89071005419965,-2.150171222553689,51.029731344096355,27,-2.59520033064262,153.99709180052434,-13.953859393676133,123.21073330281523,27,0.6294951395020898,-9.244464950439587,0.2274320336590089,7.446325814224343,28,835,MT,Twelvemile Creek,5600,46.14,-114.45,10/1/1970,9/30/2018,mt243885
554,836_MT,0.8066978119030727,-7.356428612962732,0.009881220616726359,4.266156246598208,28,0.8419715796653335,-15.48038544178586,0.3958532137212313,-8.032256219358548,27,0.7725997886159159,-22.81219169869831,0.3292125529794753,-9.682510533057766,27,0.773395079706553,-26.05570731480988,0.2149692427527531,-14.408952083054233,27,0.5662821351049343,-37.09623076145293,-0.3230059217801664,-20.098334482383247,28,836,MT,Twin Lakes,6400,46.14,-114.51,10/1/1970,9/30/2018,mt243885
555,837_WY,0.7116428186237367,-24.015791653136876,0.8592207120884998,-8.621190276951609,28,0.5617930634714576,-33.63812761216897,0.4476828668378614,-18.30468333522682,27,0.4729102556175908,-38.432608818590495,-0.023052943820323742,-24.36127400001748,27,0.5485256475358068,-36.08967111310335,0.2519562756782437,-20.528808760170232,27,0.4754553159160961,-36.822858454642116,0.3037995528480175,-20.504904876647135,28,837,WY,Two Ocean Plateau,9240,44.15,-110.22,10/1/1980,9/30/2018,wy488315
556,838_CO,0.7429332474680551,-6.575206679295769,-0.10078245712821454,-0.18601053946453672,28,0.6262140890589074,-32.210227138622486,0.16721134334806242,-20.88989709319475,27,0.8906927431173942,3.3872612432594105,0.6829722302790171,6.86295922303661,27,0.8596320987780125,-7.881746589049668,0.7437269756792715,-0.8294521091923925,27,0.5550091299989879,-26.379385188717947,-0.5160973879305826,-16.03713958334182,28,838,CO,University Camp,10300,40.03,-105.58,10/1/1978,9/30/2018,co050848
557,839_CO,0.6603311177133762,6.645341787207643,-0.0067846402097000436,13.765991226621153,28,0.6544140263256903,-25.11495828895248,0.11278821777022285,-16.034209945581484,27,0.5897754448520269,-39.29181565957632,-0.1658383750271093,-29.648462994004106,27,0.7636238848383428,-7.29896303443066,0.4287040190935971,-0.27866597176246605,27,0.5498496402647524,-40.05386602802843,0.0663865021610418,-26.83451718884789,28,839,CO,Upper Rio Grande,9400,37.72,-107.26,9/4/1986,9/30/2018,co053951
558,840_CO,0.911270764136867,-1.4777546634780834,0.8651748850159618,5.763364593835004,28,0.5294641931762933,-46.927307000951096,-0.2720603351579223,-35.380011460831554,27,0.5986393058919812,-40.28357071460178,0.08041943777337235,-27.86244321247332,27,0.8024801197882621,-24.42366841701693,0.7341891573583335,-12.350777404065795,27,0.7175146172814245,-29.007681756667022,0.5623241376224061,-15.911303594255324,28,840,CO,Upper San Juan,10200,37.49,-106.84,9/30/1978,9/30/2018,co053951
559,841_WA,0.5540785699198636,8.570037284489871,-1.702690751096566,22.8744988164823,28,0.5146370054526863,-24.565183347416358,-0.1369177152155958,-5.964274799554162,27,0.4693662727461253,-30.70361359556221,-0.4870854487101748,-11.272606335167005,27,0.5420915563664035,-25.335410387149373,-0.2574501285414479,-6.912010570596482,27,0.3700336353813154,-40.88281470494701,-0.8388044407376429,-19.594464035553838,28,841,WA,Upper Wheeler,4330,47.29,-120.37,11/3/1980,9/30/2018,wa459074
560,842_CO,0.6346310417286347,-26.725722790517892,0.6430829598742459,-12.399591940552401,28,0.28374515254990196,-52.67401192476306,-1.4877861175887008,-40.8230676508124,27,0.25322925299068955,-52.82909260223892,-1.4818910255821582,-40.084250127125905,27,0.10617459028355912,-60.876561032611704,-2.5922019374316667,-48.79297670090213,27,0.3417826147031965,-47.5339781783109,-0.8848913878117866,-33.858814713113965,28,842,CO,Vail Mountain,10300,39.62,-106.38,10/1/1978,9/30/2018,co052281
561,843_CO,0.7047683993594891,-24.083609726383237,0.1341223078571001,-12.704864461112313,28,0.5868483160941376,-42.79863153431732,-0.15566869947498918,-31.073933045021445,27,-0.010395168277750777,-75.71887928625401,-3.0523411670521403,-61.71873653922361,27,0.3582590439172889,-54.79370029748296,-0.9361398713104732,-39.52030100449697,27,0.14373370470812386,-66.01852067502674,-1.9852376857697656,-50.26838048406004,28,843,CO,Vallecito,10880,37.49,-107.51,8/25/1986,9/30/2018,co058582
562,844_UT,0.16947974139777205,-66.16059191492297,-1.2170332366418508,-48.53048030013198,28,0.19571393738068554,-68.79351062749201,-1.0387022732551214,-52.301994632844675,27,0.048849238116783655,-76.6865215256577,-1.8619963265369588,-60.54118395508353,27,0.17514391558206666,-70.03526129087345,-1.087046671890004,-52.81687296301814,27,0.002524592466614739,-76.33851386385568,-1.8114375721046736,-58.082976209894646,28,844,UT,Vernon Creek,7401,39.94,-112.41,10/1/1978,9/30/2018,ut429133
563,845_ID,0.6286365945054437,-33.222244338898676,0.5833372946389537,-14.783907976233252,28,0.22533936129462,-57.49004347992254,-1.1715169759616009,-40.56569987755832,27,0.2875283880900221,-52.51210772524204,-0.7124598553231407,-34.83592574130446,27,0.4691858727565492,-44.2551153337824,-0.005297457346767898,-26.82730884822556,27,0.3416344711675684,-49.96499453378768,-0.3568450216103438,-31.211289200883073,28,845,ID,Vienna Mine,8960,43.8,-114.85,3/7/1979,9/30/2018,id104442
564,846_CA,0.4797481101727429,-45.347840116811284,0.6874816952457911,-20.96303964159652,28,0.2774273670259587,-61.21967330223633,0.09865076270354868,-39.704599137089424,27,0.18706436623235,-65.0444682370817,0.02059400611633322,-41.78792167108142,27,0.14969851964802486,-66.79800732779735,-0.06458173599349015,-42.100843385360214,27,0.11618433175152874,-67.68037993480458,0.07610116661179668,-39.69386369807221,28,846,CA,Virginia Lakes Ridge,9445,38.07,-119.23,9/30/1978,9/30/2018,ca041072
565,847_MT,0.5224164685562078,-15.663715643699884,0.11200382925732676,1.4287877476853883,28,0.5085420331735271,-33.913166353737104,0.292872501373023,-15.320406093912348,27,-0.3061271019588048,72.31048671697451,-7.371550057426925,78.50606512023838,27,0.7165397947292305,-13.070813329864967,0.7223151423115891,2.6888073807944184,27,0.2918688616505526,-47.75224570288796,-0.4301802066395111,-27.003114995240974,28,847,MT,Waldron,5600,47.92,-112.79,10/1/1970,9/30/2018,mt243489
566,848_CA,0.6343598983531484,-28.239383839107127,0.21641634996075865,-16.10933646661827,28,0.203727604354893,-66.68571586515469,-0.7203425315767478,-47.95864466070237,27,0.4237974938528933,-32.40391436504517,-0.08262228704690401,-20.319476938102635,27,0.581452680798474,-41.16390243927597,0.1255591863037705,-27.986309043149088,27,0.1575868629841891,-65.7335048459094,-0.7838432594965841,-48.18170193821325,28,848,CA,Ward Creek #3,6745,39.14,-120.22,10/1/1979,9/30/2018,ca048758
567,849_NV,0.8264548948304045,-20.609124435253253,0.7283804211164134,-8.218747893106412,28,0.11665195162093303,-69.50437048807143,-0.9014574317917184,-55.255080496641405,27,-0.09395023810638148,-82.1564980558308,-1.8056360230706656,-70.91865882695262,27,0.12905399657870642,-69.89202044621965,-0.8516223982631803,-55.45414867305625,27,0.2968077065978971,-61.53099366590197,-0.41938965953982493,-48.99561056445231,28,849,NV,Ward Mountain,9200,39.13,-114.96,10/1/1980,9/30/2018,nv262631
568,850_MT,0.6019421442785864,-24.01702477291561,0.4570783201742584,-8.375089477451672,28,-0.048295077363197166,-66.46181847645704,-4.956154604981856,-53.53861944773527,27,0.3911559473307612,-41.07533703449313,-0.6101940699458266,-24.56602813313868,27,0.3892824068615124,-45.42614093736341,-0.9786967993696544,-29.815392257968693,27,0.2663975946488596,-45.59165468831268,-0.8723314269313487,-27.82199247037694,28,850,MT,Warm Springs,7800,46.27,-113.16,10/1/1977,9/30/2018,mt241318
